SerialNumber,DeviceUUID,OperatingSystem,OSVersion,KernelVersion,MacId,IMEI,ShippingDate,MicroControllerChipNumber,NetworkType,CommunicationProtocol,DataProtocol,IsWifiSupportAvailable,isStreamingMediaSupportAvailable,sensorType,FirmwareVersion,IsCertificateAdded,CertificatePath,IsL3,IsCapableOfPatching
SN23010001911,13a867d7-b7b6-4033-b087-290de071ce71,TINYOS,1.6.0.0,1.6.0.0,13a867d7-b7b6-4033-b087-290de071ce71,13a867d7-b7b6-4033-b087-290de071ce71,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001912,effad9d5-9209-43fc-a924-e2442b2396de,TINYOS,1.6.0.0,1.6.0.0,effad9d5-9209-43fc-a924-e2442b2396de,effad9d5-9209-43fc-a924-e2442b2396de,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001913,0a8dfc87-84a3-409f-9ad9-803b8b5e4855,TINYOS,1.6.0.0,1.6.0.0,0a8dfc87-84a3-409f-9ad9-803b8b5e4855,0a8dfc87-84a3-409f-9ad9-803b8b5e4855,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001914,0f4d3feb-1680-42bc-ba20-d4ce987936b8,TINYOS,1.6.0.0,1.6.0.0,0f4d3feb-1680-42bc-ba20-d4ce987936b8,0f4d3feb-1680-42bc-ba20-d4ce987936b8,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001915,8b30dfee-e21e-4a3d-8417-e321bdbc740c,TINYOS,1.6.0.0,1.6.0.0,8b30dfee-e21e-4a3d-8417-e321bdbc740c,8b30dfee-e21e-4a3d-8417-e321bdbc740c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001916,cdc6ec3a-c208-4929-933c-59eb29c86153,TINYOS,1.6.0.0,1.6.0.0,cdc6ec3a-c208-4929-933c-59eb29c86153,cdc6ec3a-c208-4929-933c-59eb29c86153,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001917,f8bbbc2d-bc36-4e01-813e-9b406c18fc07,TINYOS,1.6.0.0,1.6.0.0,f8bbbc2d-bc36-4e01-813e-9b406c18fc07,f8bbbc2d-bc36-4e01-813e-9b406c18fc07,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001918,37e9b17d-8f25-4f6c-aaf9-ece8c95f2c03,TINYOS,1.6.0.0,1.6.0.0,37e9b17d-8f25-4f6c-aaf9-ece8c95f2c03,37e9b17d-8f25-4f6c-aaf9-ece8c95f2c03,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001919,0c9030e0-a24e-4cb8-9d93-f6bae2fd8aae,TINYOS,1.6.0.0,1.6.0.0,0c9030e0-a24e-4cb8-9d93-f6bae2fd8aae,0c9030e0-a24e-4cb8-9d93-f6bae2fd8aae,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001920,b10976a9-a137-414b-a52b-5803bfceb0b9,TINYOS,1.6.0.0,1.6.0.0,b10976a9-a137-414b-a52b-5803bfceb0b9,b10976a9-a137-414b-a52b-5803bfceb0b9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001921,48dd1881-9ba7-409a-9e4d-ba4fc0c4a026,TINYOS,1.6.0.0,1.6.0.0,48dd1881-9ba7-409a-9e4d-ba4fc0c4a026,48dd1881-9ba7-409a-9e4d-ba4fc0c4a026,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001922,ccbc25f2-8a60-4181-8084-70df03db6178,TINYOS,1.6.0.0,1.6.0.0,ccbc25f2-8a60-4181-8084-70df03db6178,ccbc25f2-8a60-4181-8084-70df03db6178,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001923,e7ca95f5-b59b-4039-adfb-d76db33923f9,TINYOS,1.6.0.0,1.6.0.0,e7ca95f5-b59b-4039-adfb-d76db33923f9,e7ca95f5-b59b-4039-adfb-d76db33923f9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001924,82da82a9-a1d6-4616-baa6-14168534a59e,TINYOS,1.6.0.0,1.6.0.0,82da82a9-a1d6-4616-baa6-14168534a59e,82da82a9-a1d6-4616-baa6-14168534a59e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001925,cb416ea4-6ec7-4072-bb2b-6eb097a217e6,TINYOS,1.6.0.0,1.6.0.0,cb416ea4-6ec7-4072-bb2b-6eb097a217e6,cb416ea4-6ec7-4072-bb2b-6eb097a217e6,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001926,5f44c5dc-3609-47bd-88a2-daba6d979e57,TINYOS,1.6.0.0,1.6.0.0,5f44c5dc-3609-47bd-88a2-daba6d979e57,5f44c5dc-3609-47bd-88a2-daba6d979e57,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001927,49a66abc-64f8-47d4-b645-65ad97cdd28e,TINYOS,1.6.0.0,1.6.0.0,49a66abc-64f8-47d4-b645-65ad97cdd28e,49a66abc-64f8-47d4-b645-65ad97cdd28e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001928,072cc9b1-2341-4f15-a777-dd59bcef53a1,TINYOS,1.6.0.0,1.6.0.0,072cc9b1-2341-4f15-a777-dd59bcef53a1,072cc9b1-2341-4f15-a777-dd59bcef53a1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001929,fa2a3c33-37e0-44f9-aa2b-690ba1caf053,TINYOS,1.6.0.0,1.6.0.0,fa2a3c33-37e0-44f9-aa2b-690ba1caf053,fa2a3c33-37e0-44f9-aa2b-690ba1caf053,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001930,39a11ac9-e38c-4956-9008-60399b3592b2,TINYOS,1.6.0.0,1.6.0.0,39a11ac9-e38c-4956-9008-60399b3592b2,39a11ac9-e38c-4956-9008-60399b3592b2,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001931,8f211694-a442-4abc-b38e-c5539a29ae2a,TINYOS,1.6.0.0,1.6.0.0,8f211694-a442-4abc-b38e-c5539a29ae2a,8f211694-a442-4abc-b38e-c5539a29ae2a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001932,9b1a1680-7d9f-4aa3-9d57-0b41f4360b05,TINYOS,1.6.0.0,1.6.0.0,9b1a1680-7d9f-4aa3-9d57-0b41f4360b05,9b1a1680-7d9f-4aa3-9d57-0b41f4360b05,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001933,1e181b9f-7653-4906-8ed2-3ab9eace9d0e,TINYOS,1.6.0.0,1.6.0.0,1e181b9f-7653-4906-8ed2-3ab9eace9d0e,1e181b9f-7653-4906-8ed2-3ab9eace9d0e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001934,50cb9a16-45c5-4c2f-8254-6e33ed2f6af3,TINYOS,1.6.0.0,1.6.0.0,50cb9a16-45c5-4c2f-8254-6e33ed2f6af3,50cb9a16-45c5-4c2f-8254-6e33ed2f6af3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001935,3218c8a7-de61-456c-91e5-18fedc6b506d,TINYOS,1.6.0.0,1.6.0.0,3218c8a7-de61-456c-91e5-18fedc6b506d,3218c8a7-de61-456c-91e5-18fedc6b506d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001936,664a4488-a6b9-464c-aebc-5c84ebaa6761,TINYOS,1.6.0.0,1.6.0.0,664a4488-a6b9-464c-aebc-5c84ebaa6761,664a4488-a6b9-464c-aebc-5c84ebaa6761,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001937,78e97203-2b6e-45e2-93cf-8bef2fbb2bd9,TINYOS,1.6.0.0,1.6.0.0,78e97203-2b6e-45e2-93cf-8bef2fbb2bd9,78e97203-2b6e-45e2-93cf-8bef2fbb2bd9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001938,47fce389-48cc-4055-87eb-df629c5e294f,TINYOS,1.6.0.0,1.6.0.0,47fce389-48cc-4055-87eb-df629c5e294f,47fce389-48cc-4055-87eb-df629c5e294f,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001939,6f307d47-26fd-4d2a-82b3-83730f1adc7a,TINYOS,1.6.0.0,1.6.0.0,6f307d47-26fd-4d2a-82b3-83730f1adc7a,6f307d47-26fd-4d2a-82b3-83730f1adc7a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001940,5762f758-303f-40f3-ab50-42e360184eb0,TINYOS,1.6.0.0,1.6.0.0,5762f758-303f-40f3-ab50-42e360184eb0,5762f758-303f-40f3-ab50-42e360184eb0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001941,7bc4beaf-4dfa-4e3f-9ed8-a1f9d5c3fa9c,TINYOS,1.6.0.0,1.6.0.0,7bc4beaf-4dfa-4e3f-9ed8-a1f9d5c3fa9c,7bc4beaf-4dfa-4e3f-9ed8-a1f9d5c3fa9c,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001942,909c718d-8c7c-4dab-8ebb-d844de76a1a3,TINYOS,1.6.0.0,1.6.0.0,909c718d-8c7c-4dab-8ebb-d844de76a1a3,909c718d-8c7c-4dab-8ebb-d844de76a1a3,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001943,1e05ece9-daf9-43a8-a723-5c5a0772bb47,TINYOS,1.6.0.0,1.6.0.0,1e05ece9-daf9-43a8-a723-5c5a0772bb47,1e05ece9-daf9-43a8-a723-5c5a0772bb47,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001944,8611f0d2-b826-474c-92e6-028c053492e5,TINYOS,1.6.0.0,1.6.0.0,8611f0d2-b826-474c-92e6-028c053492e5,8611f0d2-b826-474c-92e6-028c053492e5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001945,181f5617-12ed-40e4-a99f-24dc1da33dae,TINYOS,1.6.0.0,1.6.0.0,181f5617-12ed-40e4-a99f-24dc1da33dae,181f5617-12ed-40e4-a99f-24dc1da33dae,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001946,da0c8612-5b28-41ca-9675-30c90cbc8677,TINYOS,1.6.0.0,1.6.0.0,da0c8612-5b28-41ca-9675-30c90cbc8677,da0c8612-5b28-41ca-9675-30c90cbc8677,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001947,a6e7e9f9-76f7-462e-ba10-1d8e33def1ae,TINYOS,1.6.0.0,1.6.0.0,a6e7e9f9-76f7-462e-ba10-1d8e33def1ae,a6e7e9f9-76f7-462e-ba10-1d8e33def1ae,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001948,be061e77-ec86-443e-a367-a96c65af60e9,TINYOS,1.6.0.0,1.6.0.0,be061e77-ec86-443e-a367-a96c65af60e9,be061e77-ec86-443e-a367-a96c65af60e9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001949,0b1522e4-06c0-45fd-8b79-e3eb925699e4,TINYOS,1.6.0.0,1.6.0.0,0b1522e4-06c0-45fd-8b79-e3eb925699e4,0b1522e4-06c0-45fd-8b79-e3eb925699e4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001950,30a86d54-92bc-4069-9a17-6eab0e9a2a99,TINYOS,1.6.0.0,1.6.0.0,30a86d54-92bc-4069-9a17-6eab0e9a2a99,30a86d54-92bc-4069-9a17-6eab0e9a2a99,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001951,5c720704-36db-492c-b786-bdcd3d7c03a1,TINYOS,1.6.0.0,1.6.0.0,5c720704-36db-492c-b786-bdcd3d7c03a1,5c720704-36db-492c-b786-bdcd3d7c03a1,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001952,cdd1d205-a338-47b9-8ede-fb9e829e2d16,TINYOS,1.6.0.0,1.6.0.0,cdd1d205-a338-47b9-8ede-fb9e829e2d16,cdd1d205-a338-47b9-8ede-fb9e829e2d16,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001953,437d94f1-d06c-4871-8456-cf2ead3a3bc7,TINYOS,1.6.0.0,1.6.0.0,437d94f1-d06c-4871-8456-cf2ead3a3bc7,437d94f1-d06c-4871-8456-cf2ead3a3bc7,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001954,946ae1cb-d6c3-4a39-8793-03f742d34cf4,TINYOS,1.6.0.0,1.6.0.0,946ae1cb-d6c3-4a39-8793-03f742d34cf4,946ae1cb-d6c3-4a39-8793-03f742d34cf4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001955,c6899eb7-34d6-4bdb-ae2f-6065b83eeab9,TINYOS,1.6.0.0,1.6.0.0,c6899eb7-34d6-4bdb-ae2f-6065b83eeab9,c6899eb7-34d6-4bdb-ae2f-6065b83eeab9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001956,d28fefd2-d0cd-4bad-bca4-6aa022dcad31,TINYOS,1.6.0.0,1.6.0.0,d28fefd2-d0cd-4bad-bca4-6aa022dcad31,d28fefd2-d0cd-4bad-bca4-6aa022dcad31,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001957,608a9d9d-9160-4971-b6f2-d166588af204,TINYOS,1.6.0.0,1.6.0.0,608a9d9d-9160-4971-b6f2-d166588af204,608a9d9d-9160-4971-b6f2-d166588af204,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001958,69906c34-25f9-48f5-866b-3ea618ce769e,TINYOS,1.6.0.0,1.6.0.0,69906c34-25f9-48f5-866b-3ea618ce769e,69906c34-25f9-48f5-866b-3ea618ce769e,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001959,c7b88fc5-ecd5-40c5-876b-bc6ad8298e43,TINYOS,1.6.0.0,1.6.0.0,c7b88fc5-ecd5-40c5-876b-bc6ad8298e43,c7b88fc5-ecd5-40c5-876b-bc6ad8298e43,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001960,3f778f31-980c-4f49-a292-90c359a7f9cd,TINYOS,1.6.0.0,1.6.0.0,3f778f31-980c-4f49-a292-90c359a7f9cd,3f778f31-980c-4f49-a292-90c359a7f9cd,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001961,2d194c75-e5ed-4ada-bfdb-ab716be11db5,TINYOS,1.6.0.0,1.6.0.0,2d194c75-e5ed-4ada-bfdb-ab716be11db5,2d194c75-e5ed-4ada-bfdb-ab716be11db5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001962,18f14941-f609-4851-ad98-0046a664daec,TINYOS,1.6.0.0,1.6.0.0,18f14941-f609-4851-ad98-0046a664daec,18f14941-f609-4851-ad98-0046a664daec,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001963,4c81bf52-b083-46e0-a08a-74178c3a99d9,TINYOS,1.6.0.0,1.6.0.0,4c81bf52-b083-46e0-a08a-74178c3a99d9,4c81bf52-b083-46e0-a08a-74178c3a99d9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001964,e3700e4c-eefa-4695-b192-86019c32c225,TINYOS,1.6.0.0,1.6.0.0,e3700e4c-eefa-4695-b192-86019c32c225,e3700e4c-eefa-4695-b192-86019c32c225,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001965,a2e9a1dd-ccf5-41e1-99e1-6681c8c63a17,TINYOS,1.6.0.0,1.6.0.0,a2e9a1dd-ccf5-41e1-99e1-6681c8c63a17,a2e9a1dd-ccf5-41e1-99e1-6681c8c63a17,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001966,093ebd6b-fe49-4e92-9f30-127b53dde473,TINYOS,1.6.0.0,1.6.0.0,093ebd6b-fe49-4e92-9f30-127b53dde473,093ebd6b-fe49-4e92-9f30-127b53dde473,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001967,1be8dbfe-542e-4f76-bc09-d8da5654730b,TINYOS,1.6.0.0,1.6.0.0,1be8dbfe-542e-4f76-bc09-d8da5654730b,1be8dbfe-542e-4f76-bc09-d8da5654730b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001968,2fd7a434-d4da-40d7-a047-2bb6b00aebbe,TINYOS,1.6.0.0,1.6.0.0,2fd7a434-d4da-40d7-a047-2bb6b00aebbe,2fd7a434-d4da-40d7-a047-2bb6b00aebbe,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001969,8521fd76-0fed-4e3a-a1a7-c5a629528d45,TINYOS,1.6.0.0,1.6.0.0,8521fd76-0fed-4e3a-a1a7-c5a629528d45,8521fd76-0fed-4e3a-a1a7-c5a629528d45,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001970,a7c61f14-21d6-436f-9ed3-301151ec77ba,TINYOS,1.6.0.0,1.6.0.0,a7c61f14-21d6-436f-9ed3-301151ec77ba,a7c61f14-21d6-436f-9ed3-301151ec77ba,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001971,e9493507-715f-4971-bbc2-1c84a6b60d6b,TINYOS,1.6.0.0,1.6.0.0,e9493507-715f-4971-bbc2-1c84a6b60d6b,e9493507-715f-4971-bbc2-1c84a6b60d6b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001972,f3068c9f-7339-4a8c-9814-53afe5a7327a,TINYOS,1.6.0.0,1.6.0.0,f3068c9f-7339-4a8c-9814-53afe5a7327a,f3068c9f-7339-4a8c-9814-53afe5a7327a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001973,16720850-5c95-4d1b-9820-59d98e1b877b,TINYOS,1.6.0.0,1.6.0.0,16720850-5c95-4d1b-9820-59d98e1b877b,16720850-5c95-4d1b-9820-59d98e1b877b,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001974,77ec195a-8c6d-4367-93ab-a8b09e780af0,TINYOS,1.6.0.0,1.6.0.0,77ec195a-8c6d-4367-93ab-a8b09e780af0,77ec195a-8c6d-4367-93ab-a8b09e780af0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001975,fc9ff2f7-3103-4037-b278-0cba79406778,TINYOS,1.6.0.0,1.6.0.0,fc9ff2f7-3103-4037-b278-0cba79406778,fc9ff2f7-3103-4037-b278-0cba79406778,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001976,fed3b17b-8126-4cab-ace4-8fe889b549a0,TINYOS,1.6.0.0,1.6.0.0,fed3b17b-8126-4cab-ace4-8fe889b549a0,fed3b17b-8126-4cab-ace4-8fe889b549a0,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001977,e2806f22-aa54-44cf-ab19-d83a7cf107d4,TINYOS,1.6.0.0,1.6.0.0,e2806f22-aa54-44cf-ab19-d83a7cf107d4,e2806f22-aa54-44cf-ab19-d83a7cf107d4,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001978,2f7f8c8a-090f-4ddf-8a60-29044324eb43,TINYOS,1.6.0.0,1.6.0.0,2f7f8c8a-090f-4ddf-8a60-29044324eb43,2f7f8c8a-090f-4ddf-8a60-29044324eb43,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001979,96a1bb20-a42f-403e-8331-c02a8bc63c94,TINYOS,1.6.0.0,1.6.0.0,96a1bb20-a42f-403e-8331-c02a8bc63c94,96a1bb20-a42f-403e-8331-c02a8bc63c94,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001980,05d883cf-4e51-4761-b879-bdc53eccd8a5,TINYOS,1.6.0.0,1.6.0.0,05d883cf-4e51-4761-b879-bdc53eccd8a5,05d883cf-4e51-4761-b879-bdc53eccd8a5,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001981,a0717a5d-9052-4fa6-8fe5-3e1eb25793a9,TINYOS,1.6.0.0,1.6.0.0,a0717a5d-9052-4fa6-8fe5-3e1eb25793a9,a0717a5d-9052-4fa6-8fe5-3e1eb25793a9,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001982,2b5ca287-68b6-4ccf-a4af-ee1a5de88e72,TINYOS,1.6.0.0,1.6.0.0,2b5ca287-68b6-4ccf-a4af-ee1a5de88e72,2b5ca287-68b6-4ccf-a4af-ee1a5de88e72,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001983,41f3c290-ebe3-425e-bfce-f5a91d18d416,TINYOS,1.6.0.0,1.6.0.0,41f3c290-ebe3-425e-bfce-f5a91d18d416,41f3c290-ebe3-425e-bfce-f5a91d18d416,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001984,10b991c3-f273-46af-904b-cac62f79a349,TINYOS,1.6.0.0,1.6.0.0,10b991c3-f273-46af-904b-cac62f79a349,10b991c3-f273-46af-904b-cac62f79a349,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001985,0fc2ce1c-f130-45e4-82a5-7680b7aa9496,TINYOS,1.6.0.0,1.6.0.0,0fc2ce1c-f130-45e4-82a5-7680b7aa9496,0fc2ce1c-f130-45e4-82a5-7680b7aa9496,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001986,a42bae31-eef7-4374-abe7-90b5e74ecc6a,TINYOS,1.6.0.0,1.6.0.0,a42bae31-eef7-4374-abe7-90b5e74ecc6a,a42bae31-eef7-4374-abe7-90b5e74ecc6a,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001987,57f262b3-c50e-480e-9183-d8aecf7fde3d,TINYOS,1.6.0.0,1.6.0.0,57f262b3-c50e-480e-9183-d8aecf7fde3d,57f262b3-c50e-480e-9183-d8aecf7fde3d,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
SN23010001988,5838bbb7-155b-4854-b079-0a8170689763,TINYOS,1.6.0.0,1.6.0.0,5838bbb7-155b-4854-b079-0a8170689763,5838bbb7-155b-4854-b079-0a8170689763,26-10-2020,Atmega256-rfr2,WIRELESS,6LoWPAN,COAP,NO,NO,actisen,1.6.0.0,NO,,NO,YES
